Game_Id,Abbreviation,Name,Genres,Platforms,Total_Runs,Release_Date
0,sm64,Super Mario 64,3D Platformer,"Nintendo 64, Wii Virtual Console, Wii U Virtual Console, Switch",9174.0,1996-06-23
1,mc,Minecraft: Java Edition,Sandbox,PC,6869.0,2011-11-18
2,smo,Super Mario Odyssey,3D Platformer,Switch,4284.0,2017-10-27
3,celeste,Celeste,2D Platformer,"PlayStation 4, Xbox One, PC, Switch, Xbox One X, Xbox One S, Google Stadia, PlayStation 5, Xbox Series X, Xbox Series S",3815.0,2018-01-25
4,mk8dx,Mario Kart 8 Deluxe,Racing,Switch,7660.0,2017-04-28
5,seterra,Seterra,Misc,"PC, Android, iOS, Web",7763.0,1997-01-01
6,portal,Portal,Puzzle,"PlayStation 3, Xbox 360, Xbox One, PC",3676.0,2007-10-09
7,supermetroid,Super Metroid,Action,"Super Nintendo, Wii Virtual Console, Wii U Virtual Console, New Nintendo 3DS Virtual Console, Switch, SNES Classic Mini, MiSTer, Analogue Super Nt",2826.0,1994-03-19
8,goiwbf,Getting Over It With Bennett Foddy,2D Platformer,"PC, Android, iOS",2561.0,2017-10-06
9,sms,"Super Mario Sunshine""Platformer",3D Platformer,"GameCube, Wii, Switch",2575.0,2002-07-19
10,robloxsr4,ROBLOX: Speed Run 4,Parkour,"PC, Android, iOS, Macintosh",5086.0,2013-01-01
11,smw,Super Mario World,2D Platformer,"Super Nintendo, Wii Virtual Console, Nintendo 3DS Virtual Console, Wii U Virtual Console, Switch, SNES Classic Mini, Analogue Super Nt",3150.0,1990-11-21
12,smb1,Super Mario Bros.,2D Platformer,"Nintendo Entertainment System, Super Nintendo, Wii Virtual Console, Game Boy Advance, Wii, Nintendo 3DS Virtual Console, Famicom Disk System, Wii U Virtual Console, NES Classic Mini, Switch, SNES Classic Mini",2277.0,1985-09-13
13,oot,The Legend of Zelda: Ocarina of Time,Action-Adventure,"Nintendo 64, GameCube, Wii Virtual Console, Wii U Virtual Console, iQue Player, Switch",3065.0,1998-11-21
14,alttp,The Legend of Zelda: A Link to the Past,Action-Adventure,"Super Nintendo, Wii Virtual Console, Nintendo 3DS Virtual Console, Wii U Virtual Console, Switch, SNES Classic Mini, MiSTer, Analogue Super Nt",2891.0,1991-11-21
15,mcbe,Minecraft: Bedrock Edition,Sandbox,"PlayStation 4, Xbox One, PC, Android, iOS, Windows Phone, Macintosh, Linux, Oculus VR, Switch, Xbox One X, PlayStation 4 Pro, Xbox One S, PlayStation 5, Xbox Series X, Xbox Series S, Amazon Fire TV",2147.0,2011-08-16
16,bfbb,SpongeBob SquarePants: Battle for Bikini Bottom,3D Platformer,"GameCube, PlayStation 2, Xbox 360, Xbox, Wii, backwards-compatible PlayStation 3",1084.0,2003-10-31
17,re2remake,Resident Evil 2 (2019),Horror,"PlayStation 4, Xbox One, PC, Xbox One X, PlayStation 4 Pro, Xbox One S, PlayStation 5, Xbox Series X, Xbox Series S",2880.0,2019-01-25
18,pou,Pou,Misc,"Android, iOS",3930.0,2013-02-14
19,piggy,ROBLOX: Piggy,Puzzle,"Xbox, PC, Android, iOS, Macintosh, HTC Vive, Oculus VR",4081.0,2020-01-23
20,outlast,Outlast,Horror,"PlayStation 4, Xbox One, PC, Switch, Xbox One X, PlayStation 4 Pro, Xbox One S, PlayStation 5, Xbox Series X, Xbox Series S, Nintendo Switch Lite, SwitchOLED",2043.0,2013-09-04
21,hades,Hades,Roguelike,"PlayStation 4, Xbox One, PC, Macintosh, Switch, PlayStation 5, Xbox Series X, Xbox Series S",3330.0,2018-12-06
22,mcc,Minecraft (Classic),Sandbox,"PC, Web",3164.0,2009-05-17
23,refunct,Refunct,3D Platformer,"PlayStation 4, Xbox One, PC, Switch",1737.0,2015-10-16
24,undertale,Undertale,RPG,"PlayStation Vita, PlayStation 4, Xbox One, PC, Macintosh, Linux, Switch, PlayStation 5, Xbox Series X",1808.0,2015-09-15
25,hollowknight,Hollow Knight,Action,"PlayStation 4, Xbox One, PC, Switch, PlayStation 5, Xbox Series X, Xbox Series S",1705.0,2017-02-24
26,whitetiles4,White Tiles 4: Piano Master 2,Rhythm,"Android, iOS",3755.0,2014-10-03
27,botw,The Legend of Zelda: Breath of the Wild,Action-Adventure,"Wii U, Switch",1668.0,2017-03-03
28,wsr,Wii Sports Resort,Sports,"Wii U, Wii",2013.0,2009-06-25
29,ting,There Is No Game,Misc,"PC, Android, iOS, Web",2383.0,2015-06-25
30,crossy,Crossy Road,2D Platformer,"Arcade, PC, Android, iOS, Web",2615.0,2014-11-20
31,portal_2,Portal 2,Puzzle,"PlayStation 3, Xbox 360, PC",1333.0,2011-04-19
32,bhop_pro,Bhop pro,Parkour,"Android, iOS",2241.0,2017-03-21
33,gtav,Grand Theft Auto V,Sandbox,"PlayStation 3, Xbox 360, PlayStation 4, Xbox One, PC, PlayStation 5, Xbox Series X, Xbox Series S",1462.0,2013-09-17
34,smb3,Super Mario Bros. 3,2D Platformer,"Nintendo Entertainment System, Super Nintendo, Wii Virtual Console, Wii, Nintendo 3DS Virtual Console, Wii U Virtual Console, NES Classic Mini, Switch, SNES Classic Mini",1302.0,1988-10-23
35,cuphead,Cuphead,2D Platformer,"PlayStation 4, Xbox One, PC, Macintosh, Switch, Xbox Series X, Xbox Series S",1714.0,2017-09-29
36,lm,Luigi's Mansion,Action-Adventure,"GameCube, Wii",1129.0,2001-09-14
37,mkw,Mario Kart Wii,Racing,"Wii U, Wii, Wii Mini",2401.0,2008-04-10
38,smg1,Super Mario Galaxy,3D Platformer,"Wii, Wii U Virtual Console, Switch",1304.0,2007-11-01
39,nsmbw,New Super Mario Bros. Wii,2D Platformer,"Wii U, Wii, Wii U Virtual Console",1312.0,2009-11-12
40,bocwz,Call of Duty: Black Ops Cold War Zombies,First-person shooter,"PlayStation 4, Xbox One, PC, Xbox One X, PlayStation 4 Pro, Xbox One S, PlayStation 5, Xbox Series X, Xbox Series S",2387.0,2020-11-12
41,shar,The Simpsons: Hit & Run,Sandbox,"GameCube, PlayStation 2, Xbox, PC",842.0,2003-09-16
42,sa2b,Sonic Adventure 2: Battle,3D Platformer,"GameCube, Dreamcast, PlayStation 3, Xbox 360, PC",1216.0,2001-06-23
43,spelunky2,Spelunky 2,Roguelike,"PlayStation 4, Xbox One, PC, Switch, PlayStation 5, Xbox Series X, Xbox Series S",1338.0,2020-09-15
44,karlson_itch_io,Karlson (Itch.io),Parkour,"PC, Macintosh, Linux",1131.0,2020-01-17
45,mdread,Metroid Dread,Action-Adventure,Switch,1605.0,2021-10-08
46,muck,Muck,Roguelike,"PC, Macintosh, Linux",1494.0,2021-06-05
47,spyro1,Spyro the Dragon,3D Platformer,"PlayStation 2, PlayStation, PlayStation 3, PlayStation Portable, PlayStation Vita, Playstation TV",655.0,1998-09-10
48,bo3zombies,Call of Duty: Black Ops III Zombies,First-person shooter,"PlayStation 3, Xbox 360, PlayStation 4, Xbox One, PC",2469.0,2015-11-06
49,re7,Resident Evil 7: Biohazard,Horror,"PlayStation 4, Xbox One, PC, Switch, PlayStation 5, Xbox Series X, Xbox Series S",1058.0,2017-01-24
50,titanfall_2,Titanfall 2,First-person shooter,"PlayStation 4, Xbox One, PC, Xbox One X, PlayStation 4 Pro, PlayStation 5, Xbox Series X, Xbox Series S",1245.0,2016-10-28
51,sadx,Sonic Adventure (DX),3D Platformer,"GameCube, Dreamcast, PlayStation 3, Xbox 360, Xbox One, PC, Xbox Series X, Xbox Series S",1237.0,1998-12-23
52,bk,Banjo-Kazooie,3D Platformer,"Nintendo 64, Xbox 360, Xbox One, Switch Virtual Console, Xbox Series X",765.0,1998-06-29
53,dead_by_daylight,Dead by Daylight,Horror,"PlayStation 4, Xbox One, PC, Android, iOS, Switch, Google Stadia, PlayStation 5, Xbox Series X",1708.0,2016-06-14
54,rocketleague,Rocket League,Sports,"PlayStation 4, Xbox One, PC, Switch, PlayStation 5, Xbox Series X, Xbox Series S",841.0,2015-07-07
55,ahit,A Hat in Time,3D Platformer,"PlayStation 4, Xbox One, PC, Switch, PlayStation 5, Xbox Series X",849.0,2017-10-05
56,pm64,Paper Mario,RPG,"Nintendo 64, Wii Virtual Console, Wii U Virtual Console, Switch",960.0,2000-08-11
57,jb,ROBLOX: Jailbreak,Misc,"Xbox One, PC, Android, iOS, Macintosh",1518.0,2017-01-09
58,crashnst,Crash Bandicoot: N. Sane Trilogy,3D Platformer,"PlayStation 4, Xbox One, PC, Switch, Xbox One X, PlayStation 4 Pro, Xbox Series X, Xbox Series S, PS5 for backward compatible games",898.0,2017-06-30
59,redball1,Red Ball,2D Platformer,Web,891.0,2009-06-23
60,gtavc,Grand Theft Auto: Vice City,Sandbox,"PlayStation 2, Xbox, PlayStation 4, PC, Macintosh",705.0,2002-10-27
61,re4console,Resident Evil 4 (Console),Horror,"GameCube, Wii U, PlayStation 2, PlayStation 3, Xbox 360, PlayStation 4, Xbox One, PC, Wii, Switch, Xbox One X, PlayStation 4 Pro, Xbox One S, PlayStation 5, Xbox Series X, Xbox Series S",773.0,2005-01-11
62,csgo,Counter-Strike: Global Offensive,First-person shooter,"PlayStation 3, Xbox 360, PC",1494.0,2012-08-21
63,mkdd,Mario Kart: Double Dash!!,Racing,GameCube,1204.0,2003-11-07
64,the_messenger,The Messenger,2D Platformer,"PlayStation 4, Xbox One, PC, Switch",775.0,2018-08-30
65,re2,Resident Evil 2,Horror,"Nintendo 64, GameCube, Dreamcast, PlayStation 2, PlayStation, PlayStation 3, PlayStation Portable, PlayStation Vita, PC, Wii, Playstation TV",1229.0,1998-01-21
66,cclicker,Cookie Clicker,Misc,"PC, Web",1174.0,2013-08-10
67,katana_zero,Katana ZERO,Action,"Xbox One, PC, Switch, Xbox Series X, Xbox Series S",1076.0,2019-04-18
68,the_legend_of_zelda,The Legend of Zelda,Action-Adventure,"Nintendo Entertainment System, GameCube, Wii Virtual Console, Game Boy Advance, Nintendo 3DS Virtual Console, Famicom Disk System, Wii U Virtual Console, New Nintendo 3DS Virtual Console, NES Classic Mini, Game & Watch, Switch, Famicom",631.0,1986-02-21
69,smb,Super Meat Boy,2D Platformer,"Wii U, Xbox 360, PlayStation Vita, PlayStation 4, Xbox One, PC, Macintosh, Linux, Switch, Nvidia Shield, PlayStation 5, Xbox Series X, Xbox Series S",980.0,2010-10-20
70,overwatch,Overwatch,First-person shooter,"PlayStation 4, Xbox One, PC, Switch, PlayStation 5, Xbox Series X, Xbox Series S",1679.0,2016-05-24
71,spelunky,Spelunky,Roguelike,"PlayStation 3, Xbox 360, PlayStation Vita, PlayStation 4, PC, Switch",1356.0,2013-08-08
72,among_us,Among Us,Misc,"PlayStation 4, Xbox One, PC, Android, iOS, Switch, PlayStation 5, Xbox Series X, Xbox Series S",1595.0,2018-06-15
73,lol,League of Legends,Strategy,"PC, Macintosh",1662.0,2009-01-01
74,hl1,Half-Life,First-person shooter,"PlayStation 2, PC, Macintosh, Linux",501.0,1998-11-08
75,r6_siege,Tom Clancy's Rainbow Six Siege,First-person shooter,"PlayStation 4, Xbox One, PC",1627.0,2015-12-01
76,robloxtoh,Tower of Hell,Misc,"Xbox One, PC, Android, iOS, Macintosh",1064.0,2018-06-18
77,re3r,Resident Evil 3 (2020),Horror,"PlayStation 4, Xbox One, PC, Xbox One X, PlayStation 4 Pro, Xbox One S, PlayStation 5, Xbox Series X, Xbox Series S",1117.0,2020-03-18
78,mm,The Legend of Zelda: Majora's Mask,Action-Adventure,"Nintendo 64, GameCube, Wii Virtual Console, Wii U Virtual Console, Switch",688.0,2000-04-27
79,jumpking,Jump King,2D Platformer,"PlayStation 4, Xbox One, PC, Switch",980.0,2019-05-03
80,roblox_bedwars,ROBLOX: BedWars,Misc,"PC, Android, iOS, Macintosh",668.0,2021-05-28
81,smg2,Super Mario Galaxy 2,3D Platformer,"Wii, Wii U Virtual Console",764.0,2010-05-23
82,pkmnredblue,Pokémon Red/Blue,RPG,"Nintendo 64, Game Boy Color, Game Boy Advance, Nintendo 3DS Virtual Console, Super Game Boy, Game Boy Player, Super Game Boy 2, Game Boy, New Nintendo 3DS Virtual Console, Game Boy Interface",954.0,1996-02-27
83,supermonkeyball2,Super Monkey Ball 2,Puzzle,"GameCube, Wii",901.0,2002-08-25
84,mk8,Mario Kart 8,Racing,Wii U,1528.0,2014-05-29
85,spyro2,Spyro 2: Ripto's Rage!,3D Platformer,"PlayStation 2, PlayStation, PlayStation 3, PlayStation Portable, PlayStation Vita, Playstation TV",581.0,1999-11-02
86,d2lod,Diablo II: Lord of Destruction,Action,PC,914.0,2001-06-27
87,celestep8,CELESTE Classic,2D Platformer,"PlayStation 4, Xbox One, PC, Web, Switch, PICO-8",745.0,2015-07-21
88,craftrise,CraftRise,Sandbox,PC,301.0,2015-09-17
89,jak1,Jak and Daxter: The Precursor Legacy,3D Platformer,"PlayStation 2, PlayStation 3, PlayStation Vita, PlayStation 4, PlayStation 5, backwards-compatible PlayStation 3",468.0,2001-12-03
90,re3,Resident Evil 3: Nemesis,Horror,"GameCube, Dreamcast, PlayStation 2, PlayStation, PlayStation 3, PlayStation Portable, PlayStation Vita, PC, Wii, Playstation TV",766.0,1999-09-22
91,pt,Piano Tiles,Rhythm,"Android, iOS, Windows Phone",1463.0,2014-03-28
92,streets_of_rage_4,Streets of Rage 4,Brawler,"PlayStation 4, Xbox One, PC, Switch",1030.0,2020-04-30
93,khfm,Kingdom Hearts Final Mix,RPG,"PlayStation 2, PlayStation 3, PlayStation 4, Xbox One, PC, PlayStation 5, Xbox Series X, Xbox Series S",734.0,2002-12-26
94,fnafsb,Five Nights at Freddy's: Security Breach,Horror,"PlayStation 4, PC, PlayStation 5",1035.0,2021-12-16
95,darksouls3,Dark Souls III,Action,"PlayStation 4, Xbox One, PC, PlayStation 5, Xbox Series X, Xbox Series S",639.0,2016-03-24
96,ori_de,Ori and the Blind Forest Definitive Edition,Action-Adventure,"Xbox One, PC, Switch",450.0,2016-03-11
97,mk7,Mario Kart 7,Racing,"Nintendo 3DS, New Nintendo 3DS",1259.0,2011-12-01
98,factorio,Factorio,Sandbox,PC,706.0,2020-08-14
99,remake_hd,Resident Evil (Remake),Horror,"GameCube, Wii",39.0,2002-03-22
100,wiisports,Wii Sports,Sports,"Wii U, Wii",859.0,2006-11-19
101,snake_game,Google Snake Game,Misc,Web,1124.0,2017-09-27
102,sekiro,Sekiro: Shadows Die Twice,Action,"PlayStation 4, Xbox One, PC, PlayStation 5, Xbox Series X, Xbox Series S",645.0,2019-03-22
103,me,Mirror's Edge,Parkour,"PlayStation 3, Xbox 360, Xbox One, PC, Xbox Series X, Xbox Series S",545.0,2008-11-11
104,lswtcs,LEGO Star Wars: The Complete Saga (PC/Console),Action-Adventure,"Wii U, PlayStation 3, Xbox 360, PlayStation 4, Xbox One, PC, Wii, Android, iOS, Macintosh, Linux, Xbox One X, PlayStation 4 Pro, Xbox One S, Xbox Series X",529.0,2007-11-06
105,zelda_ii_the_adventure_of_link,Zelda II: The Adventure of Link,Action-Adventure,"Nintendo Entertainment System, GameCube, Wii Virtual Console, Game Boy Advance, Nintendo 3DS, Nintendo 3DS Virtual Console, Famicom Disk System, Wii U Virtual Console, NES Classic Mini, Switch, SNES Classic Mini, MiSTer, Analogue Nt, Analogue Nt Mini, Nt Mini Noir, retroUSB AVS",411.0,1987-01-14
106,dl1,Duck Life 1,Racing,Web,876.0,2008-01-01
107,shovelknight,Shovel Knight,2D Platformer,"Wii U, Nintendo 3DS, PlayStation 3, PlayStation Vita, PlayStation 4, Xbox One, PC, Linux, Switch",629.0,2014-06-26
108,hff,Human: Fall Flat,Puzzle,"PlayStation 4, Xbox One, PC, Android, iOS, Macintosh, Linux, Switch, Google Stadia",715.0,2016-07-22
109,mkds,Mario Kart DS,Racing,"Nintendo DS, Nintendo 3DS, Wii U Virtual Console",895.0,2005-11-14
110,mk64,Mario Kart 64,Racing,"Nintendo 64, Wii Virtual Console, Wii U Virtual Console, Switch",756.0,1996-12-14
111,island_games,Google Doodle Champion Island Games Begin!,Sports,"PC, Web, Macintosh, Linux",716.0,2021-07-23
112,sm3dw_bf,Super Mario 3D World + Bowser's Fury,3D Platformer,Switch,694.0,2021-02-12
113,ctr,Crash Team Racing,Racing,"PlayStation 2, PlayStation, PlayStation 3, PlayStation Portable, PlayStation Vita, Playstation TV, PSN Download",611.0,1999-09-30
114,dkc,Donkey Kong Country,2D Platformer,"Super Nintendo, Wii Virtual Console, Wii U Virtual Console, New Nintendo 3DS Virtual Console, SNES Classic Mini, Switch Virtual Console",725.0,1994-11-21
115,re8,Resident Evil Village,Horror,"PlayStation 4, Xbox One, PC, Xbox One X, PlayStation 4 Pro, Xbox One S, PlayStation 5, Xbox Series X, Xbox Series S",655.0,2021-05-07
116,piggy2,ROBLOX: Piggy Book 2,Horror,"Xbox, PC, Android, iOS, Macintosh, HTC Vive, Oculus VR",1285.0,2020-09-12
117,kh2fm,Kingdom Hearts II Final Mix,RPG,"PlayStation 2, PlayStation 3, PlayStation 4, Xbox One, PC, PlayStation 4 Pro, PlayStation 5, Xbox Series X, Xbox Series S",715.0,2007-03-29
118,dk64,Donkey Kong 64,3D Platformer,"Nintendo 64, Wii U Virtual Console",381.0,1999-11-22
119,hotline_miami,Hotline Miami,Action,"PlayStation 3, PlayStation Vita, PlayStation 4, Xbox One, PC, Android, Switch",603.0,2012-10-23
120,poppy_playtime,Poppy Playtime,Horror,"PC, Android, iOS",837.0,2021-10-13
121,rec_room,Rec Room,Misc,"PlayStation, Xbox, PC, Android, iOS, HTC Vive, Oculus VR, Valve Index, Windows Mixed Reality, Oculus Quest",857.0,2016-06-01
122,enter_the_gungeon,Enter the Gungeon,Roguelike,"PlayStation 4, Xbox One, PC, Switch",1001.0,2016-04-05
123,bloodborne,Bloodborne,Action,"PlayStation 4, PlayStation 5",425.0,2015-03-24
124,sm3das,Super Mario 3D All-Stars,3D Platformer,Switch,81.0,2020-09-17
125,brawl_stars,Brawl Stars,Brawler,"Android, iOS",1081.0,2017-06-15
126,residentevil,Resident Evil,Horror,"Sega Saturn, PlayStation 2, PlayStation, PlayStation 3, PlayStation Portable, PlayStation Vita, PC, Playstation TV, PSN Download",776.0,1996-03-22
127,mzm,Metroid: Zero Mission,Action,"Game Boy Advance, Wii U Virtual Console",544.0,2004-02-09
128,octopath,Octopath Traveler,RPG,"Xbox One, PC, Switch, Xbox One X, Xbox One S, Google Stadia, Xbox Series X, Xbox Series S",723.0,2018-07-13
129,etdo,ROBLOX: Escape The Dentist Obby,Misc,"Xbox One, PC, Android, iOS, Macintosh, Linux, Xbox One X",847.0,2017-08-14
130,superliminal,Superliminal,Puzzle,"PlayStation 4, Xbox One, PC, Switch",578.0,2019-11-12
131,vvvvvv,VVVVVV,2D Platformer,"Nintendo 3DS, PlayStation Vita, PlayStation 4, PC, Android, iOS, Switch",659.0,2010-01-11
132,robot64,Robot 64,3D Platformer,"Xbox One, PC, Android, iOS, Macintosh, Nvidia Shield",566.0,2018-04-18
133,nsmbds,New Super Mario Bros.,2D Platformer,"Nintendo DS, Nintendo 3DS, Wii U Virtual Console, New Nintendo 3DS",464.0,2006-05-15
134,slitherio,Slither.io,Misc,"PC, Android, iOS, Web, Macintosh, Linux",775.0,2016-03-25
135,helloneighbor,Hello Neighbor,Horror,"PlayStation 4, Xbox One, PC, Android, iOS, Macintosh, Linux, Switch, Google Stadia",584.0,2016-09-29
136,spyrortpc,Spyro Reignited Trilogy (PC),3D Platformer,PC,416.0,2019-09-03
137,darksouls,Dark Souls,Action,"PlayStation 3, Xbox 360, Xbox One, PC",523.0,2011-09-22
138,slime_rancher,Slime Rancher,Sandbox,"PlayStation 4, Xbox One, PC, Macintosh, Linux, Switch, Xbox One X, PlayStation 4 Pro, PlayStation 5, Xbox Series X, Xbox Series S",717.0,2017-08-01
139,tp,The Legend of Zelda: Twilight Princess,Action-Adventure,"GameCube, Wii, Nvidia Shield",543.0,2006-11-19
140,gs,Google Solitaire,Misc,"Android, Web",679.0,2016-08-25
141,chipndale,Chip 'N Dale: Rescue Rangers,2D Platformer,Nintendo Entertainment System,498.0,1990-01-01
142,gtasa,Grand Theft Auto: San Andreas,Sandbox,"PlayStation 2, PlayStation 3, Xbox 360, Xbox, PlayStation 4, PC, PlayStation 5",423.0,2004-10-26
143,granny,Granny,Horror,"Android, iOS",775.0,2017-11-24
144,gmd,Geometry Dash,2D Platformer,"PC, Android, iOS, Macintosh, Linux",813.0,2013-08-13
145,minesweeper,Minesweeper,Misc,"PC, MS-DOS, Android, iOS, Web, Linux",744.0,1990-01-01
146,earthbound,EarthBound,RPG,"Super Nintendo, Nintendo 3DS Virtual Console, Wii U Virtual Console, SNES Classic Mini, Switch Virtual Console",457.0,1994-08-27
147,re4steam,Resident Evil 4 (Steam),Horror,PC,605.0,2014-02-27
148,terraria,Terraria,Sandbox,"PC, Playstation 3, Xbox 360, PlayStation Vita, iOS, Android, Windows Phone, Playstation 4, XboxOne, Nintendo 3DS, Wii U, Nintendo Switch",819.0,2011-05-11
149,spyro3,Spyro: Year of the Dragon,3D Platformer,"PlayStation 2, PlayStation, PlayStation 3, PlayStation Portable, PlayStation Vita, Playstation TV",332.0,2000-10-25
150,smb2,Super Mario Bros. 2,2D Platformer,"Nintendo Entertainment System, Super Nintendo, Wii Virtual Console, Nintendo 3DS Virtual Console, Wii U Virtual Console, NES Classic Mini, Switch, SNES Classic Mini",627.0,1988-01-01
151,sly1,Sly Cooper and the Thievius Raccoonus,3D Platformer,"PlayStation 2, PlayStation 3, PlayStation Vita, Playstation Now, backwards-compatible PlayStation 3",334.0,2002-09-23
152,smbtll,Super Mario Bros.: The Lost Levels,2D Platformer,"Super Nintendo, Wii Virtual Console, Game Boy Advance, Wii, Nintendo 3DS Virtual Console, Famicom Disk System, Wii U Virtual Console, Switch, SNES Classic Mini",531.0,1986-06-03
153,ngnes,Ninja Gaiden (NES),2D Platformer,"Nintendo Entertainment System, Wii Virtual Console, NES Classic Mini, Switch",353.0,1988-12-09
154,gunfire_reborn,Gunfire Reborn,First-person shooter,PC,833.0,2020-05-22
155,ladx,The Legend of Zelda: Link's Awakening DX,Action-Adventure,"Game Boy Color, Game Boy Advance, Game Boy Player, Super Game Boy 2, Game Boy, Game Boy Interface, MiSTer",459.0,1998-12-12
156,crash2,Crash Bandicoot 2: Cortex Strikes Back,3D Platformer,"PlayStation 2, PlayStation, PlayStation 3, PlayStation Portable, PlayStation Vita, Playstation TV",433.0,1998-12-12
157,dhs,ROBLOX: Down Hill Smash,Misc,"PC, Android, iOS, Macintosh",592.0,1997-10-31
158,arkhamcity,Batman: Arkham City,Action-Adventure,"Wii U, PlayStation 3, Xbox 360, PlayStation 4, Xbox One, PC, Playstation Now, PlayStation 5, Xbox Series X, Xbox Series S",484.0,2008-02-17
159,dkc2,Donkey Kong Country 2: Diddy's Kong Quest,2D Platformer,"Super Nintendo, Wii Virtual Console, Wii U Virtual Console, New Nintendo 3DS Virtual Console, SNES Classic Mini, Switch Virtual Console",549.0,2011-10-18
160,dkr,Diddy Kong Racing,Racing,Nintendo 64,352.0,1995-11-20
161,rerun,RE:RUN,Parkour,"PC, Macintosh, Linux",379.0,1997-11-14
162,mmx,Mega Man X,2D Platformer,"Super Nintendo, Wii Virtual Console, PC, Wii U Virtual Console, SNES Classic Mini",670.0,2020-08-08
163,nsmb2,New Super Mario Bros. 2,2D Platformer,"Nintendo 3DS, New Nintendo 3DS",391.0,1993-01-01
164,among_clicker,Among Us Clicker,Misc,Web,943.0,2012-07-28
165,choppy_orc,Choppy Orc,Puzzle,Web,535.0,2021-06-03
166,kdl,Kirby's Dream Land,2D Platformer,"Wii U, Wii, Nintendo 3DS Virtual Console, Super Game Boy, Game Boy Player, Super Game Boy 2, Game Boy, Game Boy Interface",481.0,2018-08-31
167,bozombies,Call of Duty: Black Ops Zombies,First-person shooter,"PlayStation 3, Xbox 360, Xbox One, PC, Wii",1211.0,1992-04-27
168,solitaire,Solitaire,Misc,"PC, Android, iOS",492.0,2010-11-09
169,tetrisnes,Tetris (NES),Puzzle,Nintendo Entertainment System,530.0,1990-05-22
170,kssu,Kirby Super Star Ultra,2D Platformer,"Nintendo DS, Nintendo 3DS, New Nintendo 3DS",478.0,1989-01-01
171,roblox_the_mimic,ROBLOX: The Mimic,Horror,"Xbox, PC, Android, iOS, Macintosh",149.0,2008-09-22
172,goose,Untitled Goose Game,Sandbox,"PlayStation 4, Xbox One, PC, Macintosh, Switch",449.0,2021-01-15
173,soul_knight,Soul Knight,Roguelike,"Android, iOS, Switch",733.0,2019-09-20
174,dishonored,Dishonored,Action,"PlayStation 3, Xbox 360, PlayStation 4, Xbox One, PC, PlayStation 5, Xbox Series X",504.0,2017-02-17
175,pvz,Plants vs. Zombies,Strategy,"Nintendo DS, PlayStation 3, Xbox 360, PlayStation Vita, PC",473.0,2012-10-09
176,rac1,Ratchet & Clank,Action,"PlayStation 2, PlayStation 3, PlayStation Vita, Playstation TV, backwards-compatible PlayStation 3",268.0,2009-05-05
177,rac2,Ratchet & Clank: Going Commando,Action,"PlayStation 2, PlayStation 3, PlayStation Vita, backwards-compatible PlayStation 3",247.0,2002-11-04
178,gtaiii,Grand Theft Auto III,Sandbox,"PlayStation 2, Xbox, PlayStation 4, PC, Macintosh, PlayStation 5",386.0,2003-11-11
179,spyrortconsoletimetrials,Spyro Reignited Trilogy (Console & Time Trials),3D Platformer,"PlayStation 4, Xbox One, PC, Switch, Xbox One X, PlayStation 4 Pro, Xbox One S, PlayStation 5, Xbox Series X, Xbox Series S",425.0,2001-10-22
180,stardew_valley,Stardew Valley,Sandbox,"PlayStation 4, Xbox One, PC, Android, iOS, Switch",796.0,2018-11-13
181,sm64ds,Super Mario 64 DS,3D Platformer,"Nintendo DS, Nintendo 3DS, Wii U Virtual Console, New Nintendo 3DS",352.0,2016-02-26
182,fusion,Metroid Fusion,Action-Adventure,"Game Boy Advance, Nintendo 3DS, Wii U Virtual Console",500.0,2004-11-21
183,afterbirthplus,The Binding of Isaac: Afterbirth+,Roguelike,"PC, XboxOne, PlayStation 4",583.0,2002-11-17
184,crash3,Crash Bandicoot 3: Warped,3D Platformer,"PlayStation 2, PlayStation, PlayStation 3, PlayStation Portable, PlayStation Vita, Playstation TV",380.0,2017-01-03
185,lunch_lady,Lunch Lady,Horror,PC,769.0,1998-11-04
186,na,NieR: Automata,Action,"PlayStation 4, Xbox One, PC, PlayStation 5, Xbox Series X",383.0,2021-04-15
187,darksoulsremastered,Dark Souls Remastered,Action,"PlayStation 4, Xbox One, PC, Switch, PlayStation 5, Xbox Series X",485.0,2017-02-23
188,contra,Contra,Action,"Nintendo Entertainment System, PlayStation 4, Xbox One, PC, NES Classic Mini, Switch",373.0,2018-05-25
189,subnautica,Subnautica,Sandbox,"PlayStation 4, Xbox One, PC, Macintosh, Switch, PlayStation 5, Xbox Series X",378.0,1988-02-01
190,redball4v1,Red Ball 4 Vol.1,2D Platformer,Web,372.0,2018-01-23
191,splatoon2,Splatoon 2,Action,Switch,459.0,2012-11-01
192,bo2zombies,Call of Duty: Black Ops II Zombies,First-person shooter,"Wii U, PlayStation 3, Xbox 360, PC",993.0,2017-07-21
193,mcpe_lite,Minecraft: Pocket Edition Lite,Sandbox,"Android, iOS",551.0,2012-11-09
194,rtt,ROBLOX: Time Trial,Parkour,"Xbox, PC, Android, iOS, Macintosh",632.0,2012-09-13
195,yi,Super Mario World 2: Yoshi's Island,2D Platformer,"Super Nintendo, Switch, SNES Classic Mini",462.0,2020-12-17
196,bhop_go,Bhop GO,Parkour,"Android, iOS",723.0,1995-08-05
